,train_loss,batches
0,1.6264044046401978,0
1,1.6349260807037354,1
2,1.6260896921157837,2
3,1.5692594051361084,3
4,1.6030206680297852,4
5,1.590653896331787,5
6,1.5308713912963867,6
7,1.5788604021072388,7
8,1.5177010297775269,8
9,1.6343038082122803,9
10,1.5357029438018799,10
11,1.5629528760910034,11
12,1.5674320459365845,12
13,1.507127285003662,13
14,1.5775874853134155,14
15,1.531712293624878,15
16,1.5380592346191406,16
17,1.5602412223815918,17
18,1.5963749885559082,18
19,1.5873138904571533,19
20,1.5337673425674438,20
21,1.4491702318191528,21
22,1.5007096529006958,22
23,1.4698306322097778,23
24,1.4440438747406006,24
25,1.4860143661499023,25
26,1.4426751136779785,26
27,1.332651138305664,27
28,1.2781912088394165,28
29,1.3645906448364258,29
30,1.3806869983673096,30
31,1.3524106740951538,31
32,1.3001229763031006,32
33,1.2798012495040894,33
34,1.256724238395691,34
35,1.2518970966339111,35
36,1.2686164379119873,36
37,1.2414270639419556,37
38,1.377485990524292,38
39,1.3337409496307373,39
40,1.2157055139541626,40
41,1.1609716415405273,41
42,1.261185884475708,42
43,1.1557246446609497,43
44,1.3250868320465088,44
45,1.271021842956543,45
46,1.1965218782424927,46
47,1.227837085723877,47
48,1.237213134765625,48
49,1.0854487419128418,49
50,1.212547779083252,50
51,1.171107292175293,51
52,1.0892353057861328,52
53,1.2135624885559082,53
54,1.0119303464889526,54
55,1.256705403327942,55
56,1.168146014213562,56
57,1.224019169807434,57
58,1.3393949270248413,58
59,1.1850926876068115,59
60,1.1695072650909424,60
61,1.1414039134979248,61
62,1.2119084596633911,62
63,1.2665740251541138,63
64,1.3044558763504028,64
65,1.1130120754241943,65
66,1.2669246196746826,66
67,1.2512662410736084,67
68,1.1047003269195557,68
69,1.0259183645248413,69
70,1.1906763315200806,70
71,1.2065818309783936,71
72,1.121259331703186,72
73,1.1014418601989746,73
74,1.2266827821731567,74
75,1.0589779615402222,75
76,1.2166035175323486,76
77,1.0701864957809448,77
78,1.0249295234680176,78
79,1.1429282426834106,79
80,1.2220691442489624,80
81,1.2085075378417969,81
82,1.228416919708252,82
83,1.2986030578613281,83
84,1.0874593257904053,84
85,1.2248225212097168,85
86,1.042328953742981,86
87,1.2036226987838745,87
88,1.1482841968536377,88
89,1.27479887008667,89
90,1.0118670463562012,90
91,1.0511105060577393,91
92,1.1905447244644165,92
93,1.1360557079315186,93
94,1.117985725402832,94
95,1.2622411251068115,95
96,1.113309621810913,96
97,1.2507598400115967,97
98,1.226318597793579,98
99,1.1910021305084229,99
100,1.0708009004592896,100
101,1.379830002784729,101
102,1.0744472742080688,102
103,1.1923010349273682,103
104,1.0897986888885498,104
105,1.2144533395767212,105
106,1.212990403175354,106
107,1.1317059993743896,107
108,1.1352407932281494,108
109,1.0366251468658447,109
110,1.0670969486236572,110
111,1.020915150642395,111
112,1.1568048000335693,112
113,1.0619627237319946,113
114,1.3407061100006104,114
115,1.3567368984222412,115
116,1.0669445991516113,116
117,1.203829050064087,117
118,1.0742554664611816,118
119,1.0376551151275635,119
120,1.1004400253295898,120
121,1.1989936828613281,121
122,1.042817234992981,122
123,0.9961025714874268,123
124,1.1054787635803223,124
125,1.0167367458343506,125
126,1.084183931350708,126
127,1.0510146617889404,127
128,1.27326238155365,128
129,1.0106923580169678,129
130,1.0212359428405762,130
131,1.136440634727478,131
132,1.0463327169418335,132
133,1.1436775922775269,133
134,0.9885092377662659,134
135,0.980869710445404,135
136,0.9840834140777588,136
137,0.9524273872375488,137
138,0.930505633354187,138
139,1.0030968189239502,139
140,0.9919282793998718,140
141,0.965284526348114,141
142,0.8343292474746704,142
143,1.0009379386901855,143
144,0.984004020690918,144
145,0.8140750527381897,145
146,0.926999568939209,146
147,0.93939608335495,147
148,0.968604564666748,148
149,1.0962969064712524,149
150,1.0211589336395264,150
151,0.93138188123703,151
152,0.9304277896881104,152
153,0.9679591655731201,153
154,0.9833147525787354,154
155,1.0114473104476929,155
156,0.9460604786872864,156
157,0.8892280459403992,157
158,0.9396635293960571,158
159,0.8332440257072449,159
160,0.7082245349884033,160
161,0.8802514672279358,161
162,0.9556023478507996,162
163,0.8991134166717529,163
164,0.8791569471359253,164
165,0.9402034282684326,165
166,0.9543203115463257,166
167,0.9748662710189819,167
168,0.8127971887588501,168
169,0.952725350856781,169
170,1.0585497617721558,170
171,0.9887024164199829,171
172,0.8861950635910034,172
173,0.8416863083839417,173
174,1.0791501998901367,174
175,1.0080866813659668,175
176,1.0116291046142578,176
177,0.8760824203491211,177
178,0.8304457664489746,178
179,1.1924105882644653,179
180,0.8228036165237427,180
181,0.941119372844696,181
182,0.9754358530044556,182
183,0.7838716506958008,183
184,0.8543508052825928,184
185,0.8944802284240723,185
186,1.045790672302246,186
187,0.9257073998451233,187
188,0.9261437654495239,188
189,1.0156049728393555,189
190,0.8710394501686096,190
191,0.9391115307807922,191
192,0.829717755317688,192
193,0.9378236532211304,193
194,0.7598048448562622,194
195,0.9036923050880432,195
196,1.0186048746109009,196
197,1.0035977363586426,197
198,0.8801179528236389,198
199,0.7606009840965271,199
200,0.8502044081687927,200
201,0.9000166058540344,201
202,0.7053767442703247,202
203,1.0932339429855347,203
204,0.9122403860092163,204
205,0.8115921020507812,205
206,0.9683175683021545,206
207,0.9395998120307922,207
208,1.1044334173202515,208
209,0.7001481056213379,209
210,0.9522014260292053,210
211,0.905522346496582,211
212,0.9596851468086243,212
213,0.8343566060066223,213
214,1.0207650661468506,214
215,0.9524974822998047,215
216,1.1002191305160522,216
217,0.9201023578643799,217
218,1.1287391185760498,218
219,0.7783456444740295,219
220,0.7685173749923706,220
221,0.7681338787078857,221
222,0.9118209481239319,222
223,0.8895160555839539,223
224,0.7930791974067688,224
225,0.7983782291412354,225
226,0.828417181968689,226
227,0.7912205457687378,227
228,0.8523869514465332,228
229,0.8837631344795227,229
230,1.0998135805130005,230
231,0.8921267986297607,231
232,0.855755090713501,232
233,0.8498610854148865,233
234,0.9157081246376038,234
235,0.947942852973938,235
236,0.8760356307029724,236
237,1.0117288827896118,237
238,0.8769177198410034,238
239,0.8285502195358276,239
240,0.8604339361190796,240
241,0.8659727573394775,241
242,1.006716251373291,242
243,0.9624659419059753,243
244,0.905390739440918,244
245,0.9352570176124573,245
246,0.8264778852462769,246
247,0.8848531246185303,247
248,0.8358252644538879,248
249,0.8392172455787659,249
250,1.0060173273086548,250
251,0.8999022841453552,251
252,1.128977656364441,252
253,0.8708364963531494,253
254,0.8446866869926453,254
255,0.8968627452850342,255
256,0.9532849788665771,256
257,1.0485098361968994,257
258,0.8568961024284363,258
259,0.9045670628547668,259
260,0.8254491090774536,260
261,0.8963048458099365,261
262,0.9704908132553101,262
263,0.9306604862213135,263
264,0.9861127734184265,264
265,0.8496170043945312,265
266,0.8926528096199036,266
267,0.911222517490387,267
